Follow ArmA 2 RCon on twitter or facebook in order to stay up to date!
http://twitter.com/solicus
http://www.facebook.com/solicusoftware
Thanks. :)
Connected to 94.242.227.218:2362
(2012-12-02 | 16:02:21) : RCon admin #2 (90.210.114.162:62364) logged in
(2012-12-02 | 16:20:52) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_hunter" 300:29 [4375,6414,303]
(2012-12-02 | 16:20:52) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_hunter" 300:31 [4398,6348,304]
(2012-12-02 | 16:20:53) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:251 319:6 Sniper1_DZ [13813,2909,41] [10,78,14]
(2012-12-02 | 16:20:53) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager1" 300:33 [4425,6326,304]
(2012-12-02 | 16:20:53) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:252 319:6 Sniper1_DZ [13813,2909,41] [10,77,15]
(2012-12-02 | 16:20:54) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:253 319:6 Sniper1_DZ [13813,2909,41] [10,77,15]
(2012-12-02 | 16:20:54) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:254 319:6 Sniper1_DZ [13813,2909,41] [13,76,20]
(2012-12-02 | 16:20:54) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:255 319:6 Sniper1_DZ [13813,2909,41] [13,76,20]
(2012-12-02 | 16:20:54) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_teacher" 300:35 [4364,6431,304]
(2012-12-02 | 16:20:55) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:256 319:6 Sniper1_DZ [13813,2909,41] [14,74,25]
(2012-12-02 | 16:20:55) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:257 319:6 Sniper1_DZ [13813,2909,41] [14,73,26]
(2012-12-02 | 16:20:55) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager1" 300:37 [4385,6468,302]
(2012-12-02 | 16:20:55) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:258 319:6 Sniper1_DZ [13813,2909,41] [15,73,28]
(2012-12-02 | 16:20:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:259 319:6 Sniper1_DZ [13813,2909,41] [17,70,34]
(2012-12-02 | 16:20:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:260 319:6 Sniper1_DZ [13813,2909,41] [16,69,35]
(2012-12-02 | 16:20:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:261 319:6 Sniper1_DZ [13813,2909,41] [15,70,35]
(2012-12-02 | 16:20:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:262 319:6 Sniper1_DZ [13813,2909,41] [16,68,37]
(2012-12-02 | 16:20:57) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager1" 300:39 [4434,6400,298]
(2012-12-02 | 16:20:57) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager1" 300:41 [4399,6418,300]
(2012-12-02 | 16:20:57) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:263 319:6 Sniper1_DZ [13812,2909,41] [-29,68,29]
(2012-12-02 | 16:20:57) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:264 319:6 Sniper1_DZ [13812,2909,41] [-28,69,27]
(2012-12-02 | 16:20:58) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:265 319:6 Sniper1_DZ [13812,2909,41] [-19,73,25]
(2012-12-02 | 16:20:58) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:266 319:6 Sniper1_DZ [13812,2909,41] [-12,74,25]
(2012-12-02 | 16:20:58) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:267 319:6 Sniper1_DZ [13812,2909,41] [-4,75,26]
(2012-12-02 | 16:20:58) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:268 319:6 Sniper1_DZ [13812,2909,41] [-2,75,24]
(2012-12-02 | 16:20:59) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:269 319:6 Sniper1_DZ [13812,2909,41] [-4,74,29]
(2012-12-02 | 16:20:59) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:270 319:6 Sniper1_DZ [13812,2909,41] [-18,71,30]
(2012-12-02 | 16:20:59) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:271 319:6 Sniper1_DZ [13812,2909,41] [-24,69,30]
(2012-12-02 | 16:20:59) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:272 319:6 Sniper1_DZ [13812,2909,41] [-32,66,30]
(2012-12-02 | 16:21:00) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:273 319:6 Sniper1_DZ [13812,2909,41] [-53,52,27]
(2012-12-02 | 16:21:00) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:274 319:6 Sniper1_DZ [13812,2909,41] [-53,52,26]
(2012-12-02 | 16:21:00) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:275 319:6 Sniper1_DZ [13812,2909,41] [-40,63,26]
(2012-12-02 | 16:21:00) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:276 319:6 Sniper1_DZ [13812,2909,41] [-26,70,26]
(2012-12-02 | 16:21:00) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1103 [3759,9042,313]
(2012-12-02 | 16:21:01) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:277 319:6 Sniper1_DZ [13812,2909,41] [-22,70,29]
(2012-12-02 | 16:21:01) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1105 [3763,9075,316]
(2012-12-02 | 16:21:01) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:278 319:6 Sniper1_DZ [13812,2909,41] [-21,71,29]
(2012-12-02 | 16:21:02) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1107 [3747,9086,317]
(2012-12-02 | 16:21:02) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:279 319:6 Sniper1_DZ [13812,2909,41] [-33,66,29]
(2012-12-02 | 16:21:02) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:280 319:6 Sniper1_DZ [13812,2909,41] [-42,60,29]
(2012-12-02 | 16:21:02) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:281 319:6 Sniper1_DZ [13812,2909,41] [-39,62,29]
(2012-12-02 | 16:21:03) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder" 300:43 [4457,6466,299]
(2012-12-02 | 16:21:03) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "zZombie_Base" 300:44 [4449,6481,296]
(2012-12-02 | 16:21:03) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:282 319:6 Sniper1_DZ [13812,2909,41] [-21,71,28]
(2012-12-02 | 16:21:04) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:283 319:6 Sniper1_DZ [13812,2909,41] [-10,72,31]
(2012-12-02 | 16:21:04) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager3" 300:46 [4487,6445,294]
(2012-12-02 | 16:21:04) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager3" 300:48 [4461,6482,295]
(2012-12-02 | 16:21:04) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:284 319:6 Sniper1_DZ [13812,2909,41] [-16,72,30]
(2012-12-02 | 16:21:05) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "zZombie_Base" 300:50 [4473,6445,294]
(2012-12-02 | 16:21:05) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager1" 300:52 [4436,6389,298]
(2012-12-02 | 16:21:05) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_teacher" 300:54 [4461,6392,296]
(2012-12-02 | 16:21:05) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:285 319:6 Sniper1_DZ [13812,2909,41] [-36,67,24]
(2012-12-02 | 16:21:05) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_hunter" 300:56 [4500,6404,293]
(2012-12-02 | 16:21:06) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager2" 300:58 [4470,6369,296]
(2012-12-02 | 16:21:06) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:286 319:6 Sniper1_DZ [13812,2909,41] [-73,27,16]
(2012-12-02 | 16:21:06) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "zZombie_Base" 300:60 [4498,6397,302]
(2012-12-02 | 16:21:06) : Player #10 BAURSHI (91.215.122.97:2304) connected
(2012-12-02 | 16:21:06) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_hunter" 300:62 [4490,6384,294]
(2012-12-02 | 16:21:07) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager1" 300:64 [4488,6374,294]
(2012-12-02 | 16:21:07) : Player #12 SET_CAT (85.253.55.81:2304) connected
(2012-12-02 | 16:21:07) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager2" 300:66 [4510,6404,292]
(2012-12-02 | 16:21:07) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:287 319:6 Sniper1_DZ [13813,2909,41] [11,78,13]
(2012-12-02 | 16:21:08) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1109 [3831,9079,315]
(2012-12-02 | 16:21:08) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1111 [3776,9037,312]
(2012-12-02 | 16:21:08) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder" 300:68 [4485,6469,296]
(2012-12-02 | 16:21:08) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1113 [3799,9015,310]
(2012-12-02 | 16:21:08) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder" 300:69 [4483,6464,296]
(2012-12-02 | 16:21:09) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder" 300:70 [4475,6459,296]
(2012-12-02 | 16:21:09) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1115 [3782,9080,316]
(2012-12-02 | 16:21:09) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder_MeleeCrowbar" 300:71 [4474,6462,296]
(2012-12-02 | 16:21:09) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder" 300:72 [4473,6464,296]
(2012-12-02 | 16:21:10) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:288 319:6 Sniper1_DZ [13812,2909,41] [-68,37,18]
(2012-12-02 | 16:21:10) : Player #12 SET_CAT - GUID: c7aab60e0359a500cafd0dcf7877e9ce (unverified)
(2012-12-02 | 16:21:10) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder" 300:73 [4485,6484,294]
(2012-12-02 | 16:21:10) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "WeaponHolder" 322:34 [10361,3197,71]
(2012-12-02 | 16:21:10) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_worker2" 300:74 [4520,6467,290]
(2012-12-02 | 16:21:11) : Verified GUID (c7aab60e0359a500cafd0dcf7877e9ce) of player #12 SET_CAT
(2012-12-02 | 16:21:11) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_worker1" 300:76 [4499,6476,292]
(2012-12-02 | 16:21:11) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager2" 300:78 [4510,6362,293]
(2012-12-02 | 16:21:13) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager3" 300:80 [4528,6355,291]
(2012-12-02 | 16:21:16) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:289 319:6 Sniper1_DZ [13811,2909,41] [-75,20,15]
(2012-12-02 | 16:21:16) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_teacher" 300:82 [4523,6435,289]
(2012-12-02 | 16:21:16) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_teacher" 300:84 [4511,6465,291]
(2012-12-02 | 16:21:16) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:290 319:6 Sniper1_DZ [13812,2909,41] [26,74,13]
(2012-12-02 | 16:21:17) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1117 [3619,8993,311]
(2012-12-02 | 16:21:17) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_hunter" 328:33 [9651,1864,6]
(2012-12-02 | 16:21:17) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager3" 328:35 [9613,1807,10]
(2012-12-02 | 16:21:17) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1119 [3605,9039,311]
(2012-12-02 | 16:21:17) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_teacher" 328:37 [9613,1833,6]
(2012-12-02 | 16:21:18) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1121 [3591,8984,309]
(2012-12-02 | 16:21:18) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1123 [3616,9029,311]
(2012-12-02 | 16:21:20) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1125 [3822,8985,311]
(2012-12-02 | 16:21:20) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1127 [3829,8995,311]
(2012-12-02 | 16:21:20) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1129 [3867,9109,319]
(2012-12-02 | 16:21:21) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1131 [3855,9085,316]
(2012-12-02 | 16:21:21) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:291 319:6 Sniper1_DZ [13813,2909,41] [34,71,-9]
(2012-12-02 | 16:21:21) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_suit1" 202:1133 [3672,8995,311]
(2012-12-02 | 16:21:21) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1135 [3680,8968,310]
(2012-12-02 | 16:21:23) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_villager1" 300:86 [4555,6492,287]
(2012-12-02 | 16:21:23) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_teacher" 300:88 [4548,6425,288]
(2012-12-02 | 16:21:25) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "WeaponHolder" 338:2 [-18661,25820,378]
(2012-12-02 | 16:21:25) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "Bandit1_DZ" 338:5 [0,0,0]
(2012-12-02 | 16:21:26) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager2" 338:7 [3491,2438,5]
(2012-12-02 | 16:21:27) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager1" 338:9 [3504,2415,5]
(2012-12-02 | 16:21:28) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker1" 338:11 [3549,2175,6]
(2012-12-02 | 16:21:29) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 338:13 [3592,2167,19]
(2012-12-02 | 16:21:29) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_worker1" 327:245 [13093,10408,5]
(2012-12-02 | 16:21:29) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_worker1" 327:247 [13107,10435,5]
(2012-12-02 | 16:21:30) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_teacher" 300:90 [4411,6456,299]
(2012-12-02 | 16:21:30) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_hunter" 300:92 [4444,6455,297]
(2012-12-02 | 16:21:31) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1137 [3694,8974,310]
(2012-12-02 | 16:21:31) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "z_hunter" 300:94 [4445,6447,300]
(2012-12-02 | 16:21:31) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1139 [3742,8920,310]
(2012-12-02 | 16:21:32) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1141 [3732,8964,310]
(2012-12-02 | 16:21:32) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_worker2" 327:249 [13174,10170,6]
(2012-12-02 | 16:21:32) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_worker1" 327:251 [13185,10183,2]
(2012-12-02 | 16:21:32) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "zZombie_Base" 338:15 [3594,2254,6]
(2012-12-02 | 16:21:33) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder" 300:96 [4444,6449,298]
(2012-12-02 | 16:21:33) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_teacher" 338:17 [3560,2220,6]
(2012-12-02 | 16:21:33) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1143 [3755,8978,311]
(2012-12-02 | 16:21:33) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1145 [3747,8919,310]
(2012-12-02 | 16:21:34) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1147 [3757,8974,311]
(2012-12-02 | 16:21:34) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1149 [3800,8969,310]
(2012-12-02 | 16:21:34) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "WeaponHolder" 322:35 [10387,3131,92]
(2012-12-02 | 16:21:34) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_villager2" 328:39 [9626,1805,9]
(2012-12-02 | 16:21:35) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_hunter" 328:41 [9638,1839,6]
(2012-12-02 | 16:21:35) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_worker2" 328:43 [9643,1831,6]
(2012-12-02 | 16:21:35) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 338:19 [3610,2456,6]
(2012-12-02 | 16:21:35) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 338:21 [3602,2449,6]
(2012-12-02 | 16:21:36) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_teacher" 327:253 [13133,10311,6]
(2012-12-02 | 16:21:36) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_villager2" 327:255 [13138,10342,5]
(2012-12-02 | 16:21:36) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_hunter" 328:45 [9731,1966,6]
(2012-12-02 | 16:21:36) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "z_hunter" 328:47 [9723,1987,11]
(2012-12-02 | 16:21:37) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "zZombie_Base" 328:49 [9722,1979,6]
(2012-12-02 | 16:21:37) : Player #10 BAURSHI - GUID: 7c391c85c57930b98c1e5bf496e0f33b (unverified)
(2012-12-02 | 16:21:37) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1151 [3805,8979,311]
(2012-12-02 | 16:21:38) : Verified GUID (7c391c85c57930b98c1e5bf496e0f33b) of player #10 BAURSHI
(2012-12-02 | 16:21:38) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager3" 202:1153 [3809,8990,311]
(2012-12-02 | 16:21:38) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "WildBoar" 244:524 [5326,8299,356]
(2012-12-02 | 16:21:39) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1155 [3813,9016,311]
(2012-12-02 | 16:21:41) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager1" 338:23 [3609,2136,5]
(2012-12-02 | 16:21:41) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_teacher" 338:25 [3649,2104,0]
(2012-12-02 | 16:21:43) : Player #19 RICHARD (81.141.148.9:2364) connected
(2012-12-02 | 16:21:44) : Player #16 Freakxeee~ disconnected
(2012-12-02 | 16:21:45) : Player #19 RICHARD - GUID: 44b80baaf574ee8f34a744947d5e5393 (unverified)
(2012-12-02 | 16:21:45) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager2" 338:28 [3648,2529,8]
(2012-12-02 | 16:21:45) : Verified GUID (44b80baaf574ee8f34a744947d5e5393) of player #19 RICHARD
(2012-12-02 | 16:21:46) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager2" 338:30 [3607,2476,7]
(2012-12-02 | 16:21:46) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 338:32 [3694,2187,3]
(2012-12-02 | 16:21:46) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 338:34 [3654,2147,4]
(2012-12-02 | 16:21:47) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "WeaponHolder" 338:36 [3667,2397,8]
(2012-12-02 | 16:21:47) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 338:37 [3652,2425,6]
